name,serving_size,calories,total_fat,cholesterol,sodium,protein,carbohydrate,fiber,sugars
"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, arm, shoulder, fresh, imported, Australian",100 g,311,20g,106mg,73.00 mg,29.70 g,0.00 g,0,0
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast or steak, chuck",100 g,140,6.1g,66mg,81.00 mg,21.13 g,0.31 g,0.0 g,0.00 g
"Lamb, slow roasted, cooked, separable lean only, shank off, chump off, tunnel-boned leg, imported, New Zealand",100 g,159,6.4g,79mg,62.00 mg,25.29 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak",100 g,309,24g,82mg,60.00 mg,22.90 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",100 g,211,9.5g,87mg,59.00 mg,29.22 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",100 g,234,13g,92mg,63.00 mg,29.99 g,0.00 g,0.0 g,0.00 g
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, bone-in, trotter off, leg, fresh, imported, Australian",100 g,175,9.7g,76mg,75.00 mg,21.95 g,0.00 g,0.0 g,0.00 g
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",100 g,145,6.4g,56mg,59.00 mg,20.51 g,0.00 g,0.0 g,0.00 g
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",100 g,142,5.8g,58mg,60.00 mg,20.93 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, lip off, boneless, rib eye steak",100 g,271,19g,78mg,58.00 mg,24.85 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",100 g,281,19g,98mg,69.00 mg,27.95 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",100 g,300,22g,104mg,70.00 mg,26.46 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",100 g,170,6.1g,85mg,63.00 mg,28.36 g,0.22 g,0.0 g,0.00 g
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",100 g,189,8g,83mg,62.00 mg,28.19 g,1.07 g,0.0 g,0.00 g
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, eye of round steak, round",100 g,155,3.9g,78mg,68.00 mg,29.85 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",100 g,160,4.5g,77mg,67.00 mg,29.90 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",100 g,183,8.1g,84mg,56.00 mg,27.31 g,0.00 g,0.0 g,0.00 g
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast, chuck",100 g,231,11g,105mg,63.00 mg,30.45 g,0.00 g,0.0 g,0.00 g
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast, chuck",100 g,216,9.4g,102mg,67.00 mg,30.68 g,0.00 g,0.0 g,0.00 g
"Lamb, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, composite of trimmed retail cuts, domestic",100 g,294,21g,97mg,72.00 mg,24.52 g,0.00 g,0.0 g,0.00 g
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, under blade steak, chuck",100 g,219,10g,107mg,65.00 mg,31.35 g,0.00 g,0.0 g,0.00 g
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, under blade pot roast or steak, chuck",100 g,187,12g,67mg,77.00 mg,19.20 g,0.00 g,0.0 g,0.00 g
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, boneless, sirloin half, leg, fresh, imported, Australian",100 g,138,5.6g,63mg,80.00 mg,20.48 g,0.00 g,0,0
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",100 g,185,12g,67mg,80.00 mg,19.14 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",100 g,162,4g,79mg,63.00 mg,29.45 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",100 g,171,4.8g,74mg,66.00 mg,29.79 g,0.00 g,0.0 g,0.00 g
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, shank half, leg, fresh, imported, Australian",100 g,182,7.3g,83mg,69.00 mg,27.18 g,0.00 g,0,0
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib eye",100 g,249,15g,89mg,56.00 mg,27.27 g,0.00 g,0.0 g,0.00 g
"Lamb, braised, cooked,   trimmed to 1/8"" fat, separable lean only, arm, shoulder, fresh, imported, Australian",100 g,238,10g,111mg,78.00 mg,34.17 g,0.00 g,0,0
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean only,blade, shoulder , fresh, imported, Australian",100 g,231,14g,85mg,94.00 mg,23.83 g,0.00 g,0,0
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",100 g,253,15g,93mg,63.00 mg,28.90 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",100 g,233,13g,91mg,61.00 mg,30.06 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",100 g,276,19g,83mg,64.00 mg,25.40 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",100 g,196,9.2g,95mg,87.00 mg,28.15 g,0.00 g,0.0 g,0.00 g
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",100 g,234,12g,100mg,69.00 mg,30.95 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",100 g,154,4g,81mg,65.00 mg,29.47 g,0.00 g,0.0 g,0.00 g
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",100 g,190,6.3g,115mg,68.00 mg,33.31 g,0.00 g,0.0 g,0.00 g
"Beef, raw, separable lean and fat, boneless, bottom round steak/roast, round, grass-fed, imported, Australian",100 g,140,6.2g,55mg,70.00 mg,21.13 g,0.01 g,0.0 g,0.00 g
"Pork, roasted, heated, separable lean only, boneless, meat only, spiral slice, ham with natural juices, cured",100 g,126,3.8g,63mg,986.00 mg,22.56 g,1.08 g,0.0 g,1.08 g
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",100 g,173,11g,73mg,82.00 mg,19.25 g,0.00 g,0.0 g,0.00 g
"Infant formula, with ARA and DHA, not reconstituted, powder, with iron, PROSOBEE LIPIL, ENFAMIL, MEAD JOHNSON",100 g,510,27g,0,171.00 mg,12.50 g,53.00 g,0.0 g,53.00 g
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, under blade pot roast or steak, chuck",100 g,202,14g,66mg,76.00 mg,19.15 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",100 g,163,4.8g,76mg,67.00 mg,29.79 g,0.00 g,0.0 g,0.00 g
"Lamb, braised, cooked, separable lean and fat, whole (arm and blade), shoulder, frozen, imported, New Zealand",100 g,357,26g,123mg,51.00 mg,28.21 g,0.00 g,0.0 g,0
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",100 g,221,10g,99mg,70.00 mg,32.10 g,0.00 g,0.0 g,0.00 g
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast/filet, loin",100 g,128,4g,69mg,65.00 mg,23.04 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",100 g,168,4.8g,80mg,54.00 mg,29.08 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye roast",100 g,218,12g,80mg,56.00 mg,28.21 g,0.00 g,0.0 g,0.00 g
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, under blade steak, chuck",100 g,261,16g,94mg,66.00 mg,29.18 g,0.00 g,0.0 g,0.00 g
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, under blade steak, chuck",100 g,284,19g,98mg,64.00 mg,27.60 g,0.00 g,0.0 g,0.00 g
"Lamb, slow roasted, cooked, separable lean and fat, boneless, rolled, netted shoulder, imported, New Zealand",100 g,287,22g,78mg,61.00 mg,21.45 g,0.05 g,0.0 g,0.00 g
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, bone-in, center slice, leg, fresh, imported, Australian",100 g,143,6.1g,64mg,64.00 mg,20.65 g,0.00 g,0,0
"Fruit cocktail, solids and liquids, light syrup, canned, (peach and pineapple and pear and grape and cherry)",100 g,57,0.1g,0,6.00 mg,0.40 g,14.93 g,1.0 g,13.93 g
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top sirloin filet, loin",100 g,171,5.4g,79mg,59.00 mg,30.58 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast",100 g,195,8.8g,81mg,62.00 mg,28.33 g,0.82 g,0.0 g,0.00 g
"Yogurt, fortified with vitamin D, sweetened with low-calorie sweetener, nonfat milk, vanilla or lemon flavor",100 g,43,0.2g,2mg,59.00 mg,3.86 g,7.50 g,0.0 g,7.50 g
"Lamb, roasted, cooked, separable lean and fat, whole (shank and sirloin), leg, frozen, imported, New Zealand",100 g,246,16g,101mg,43.00 mg,24.81 g,0.00 g,0.0 g,0
"Pork, pan-broiled, cooked, with added solution, separable lean only, boneless, top loin (chops), loin, fresh",100 g,169,5g,75mg,209.00 mg,28.95 g,0.00 g,0.0 g,0.00 g
"Beef, raw, separable lean and fat, boneless, ribeye steak/roast lip-on, rib, grass-fed, imported, Australian",100 g,217,15g,52mg,60.00 mg,19.80 g,0.11 g,0.0 g,0.00 g
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye steak",100 g,207,11g,79mg,59.00 mg,27.97 g,0.00 g,0.0 g,0.00 g
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",100 g,225,11g,112mg,66.00 mg,32.21 g,0.00 g,0.0 g,0.00 g
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",100 g,211,9.3g,115mg,69.00 mg,31.86 g,0.00 g,0.0 g,0.00 g
"Beef, broiled, cooked, USDA choice, trimmed to 0"" fat, separable lean and fat, porterhouse steak, short loin",100 g,283,20g,69mg,65.00 mg,23.61 g,0.00 g,0.0 g,0.00 g
"Beef, broiled, cooked, USDA select, trimmed to 0"" fat, separable lean and fat, porterhouse steak, short loin",100 g,267,18g,64mg,65.00 mg,24.47 g,0.00 g,0.0 g,0.00 g
"Fruit cocktail, solids and liquids, heavy syrup, canned, (peach and pineapple and pear and grape and cherry)",100 g,73,0.1g,0,6.00 mg,0.39 g,18.91 g,1.0 g,17.91 g
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",100 g,220,12g,92mg,84.00 mg,27.51 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",100 g,194,9.3g,98mg,88.00 mg,27.70 g,0.00 g,0.0 g,0.00 g
"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, foreshank, frozen, imported, New Zealand",100 g,258,16g,102mg,47.00 mg,26.97 g,0.00 g,0.0 g,0
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak",100 g,221,12g,80mg,67.00 mg,27.40 g,0.00 g,0.0 g,0.00 g
"Beverages, prepared with water and ice, powder, with aspartame, reduced calorie, chocolate, dairy drink mix",100 g,29,0.2g,2mg,61.00 mg,2.19 g,4.51 g,0.8 g,2.89 g
"Fruit salad, solids and liquids, heavy syrup, canned, tropical, (pineapple and papaya and banana and guava)",100 g,86,0.1g,0,2.00 mg,0.41 g,22.36 g,1.3 g,0
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, porterhouse steak, short loin",100 g,276,19g,67mg,65.00 mg,23.96 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak",100 g,273,19g,79mg,54.00 mg,24.83 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak",100 g,303,24g,81mg,54.00 mg,22.92 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye roast",100 g,303,23g,82mg,51.00 mg,23.92 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, tri-tip roast, bottom sirloin",100 g,211,11g,83mg,53.00 mg,26.05 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top round steak, round",100 g,162,3.8g,86mg,75.00 mg,30.09 g,0.00 g,0.0 g,0.00 g
"Infant formula, with DHA and ARA, not reconstituted, powder, with iron, ALIMENTUM ADVANCE, ABBOTT NUTRITION",100 g,517,28g,8mg,224.00 mg,13.99 g,51.91 g,0.0 g,34.18 g
"Fruit cocktail, solids and liquids, juice pack, canned, (peach and pineapple and pear and grape and cherry)",100 g,46,0g,0,4.00 mg,0.46 g,11.86 g,1.0 g,10.86 g
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",100 g,142,5.5g,61mg,62.00 mg,21.59 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, lip off, boneless, rib eye steak",100 g,206,10g,79mg,59.00 mg,28.11 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, outside skirt, boneless, plate steak",100 g,291,20g,105mg,71.00 mg,27.03 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, outside skirt, boneless, plate steak",100 g,268,17g,99mg,70.00 mg,28.65 g,0.00 g,0.0 g,0.00 g
"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib",100 g,291,20g,97mg,53.00 mg,25.85 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib",100 g,341,27g,83mg,63.00 mg,22.54 g,0.00 g,0.0 g,0
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, tip center, knuckle, round",100 g,188,8.1g,75mg,51.00 mg,26.88 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, tip center, knuckle, round",100 g,162,5.3g,74mg,53.00 mg,26.61 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye roast",100 g,231,14g,80mg,69.00 mg,27.12 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, tenderloin roast, loin",100 g,177,7.5g,84mg,56.00 mg,27.51 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top round roast, round",100 g,162,3.8g,77mg,67.00 mg,30.09 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, all grades,  trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin",100 g,213,10g,82mg,68.00 mg,28.16 g,0.00 g,0.0 g,0.00 g
"Fruit salad, solids and liquids, light syrup, canned, (peach and pear and apricot and pineapple and cherry)",100 g,58,0.1g,0,6.00 mg,0.34 g,15.14 g,1.0 g,0
"Fruit salad, solids and liquids, heavy syrup, canned, (peach and pear and apricot and pineapple and cherry)",100 g,73,0.1g,0,6.00 mg,0.34 g,19.11 g,1.0 g,18.11 g
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast",100 g,213,11g,85mg,84.00 mg,27.10 g,0.90 g,0.0 g,0.00 g
"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast",100 g,239,14g,80mg,92.00 mg,26.80 g,1.10 g,0.0 g,0.00 g
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin",100 g,198,8.3g,93mg,59.00 mg,30.70 g,0.00 g,0.0 g,0.00 g
"Pork, broiled, cooked, with added solution, separable lean and fat, boneless, top loin (chops), loin, fresh",100 g,198,9.4g,71mg,302.00 mg,28.33 g,0.02 g,0.0 g,0.00 g
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye roast",100 g,277,20g,80mg,54.00 mg,24.85 g,0.00 g,0.0 g,0.00 g
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, bone-in, trotter off, leg, fresh, imported, Australian",100 g,131,4.3g,76mg,77.00 mg,23.11 g,0.00 g,0.0 g,0.00 g
"Lamb, cooked, choice, trimmed to 1/4"" fat, separable lean only, composite of trimmed retail cuts, domestic",100 g,206,9.5g,92mg,76.00 mg,28.22 g,0.00 g,0.0 g,0
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, composite of trimmed retail cuts, domestic",100 g,267,22g,72mg,58.00 mg,16.88 g,0.00 g,0.0 g,0
"Beef, raw, separable lean and fat, boneless, tenderloin steak/roast, loin, grass-fed, imported, Australian",100 g,151,7.6g,50mg,62.00 mg,20.53 g,0.01 g,0.0 g,0.00 g
"Beef, raw, separable lean only, boneless, bottom round steak/roast, round, grass-fed, imported, Australian",100 g,130,4.9g,54mg,71.00 mg,21.40 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",100 g,166,4.3g,74mg,66.00 mg,29.94 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye roast",100 g,290,22g,79mg,64.00 mg,23.36 g,0.00 g,0.0 g,0.00 g
"Beef, raw, select, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",100 g,133,5.7g,74mg,86.00 mg,20.52 g,0.00 g,0.0 g,0.00 g
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",100 g,139,6.2g,67mg,85.00 mg,20.67 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, roast, bottom round, round",100 g,218,12g,85mg,35.00 mg,26.41 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round",100 g,208,9.7g,84mg,37.00 mg,28.31 g,0.00 g,0.0 g,0.00 g
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast or steak, chuck",100 g,145,6.5g,65mg,80.00 mg,21.19 g,0.39 g,0.0 g,0.00 g
"Margarine, stick, soybean and partially hydrogenated soybean, 70% fat, margarine-type vegetable oil spread",100 g,628,70g,0,700.00 mg,0.26 g,1.53 g,0,0
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",100 g,223,11g,91mg,62.00 mg,30.64 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",100 g,242,14g,93mg,64.00 mg,29.56 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",100 g,157,3.4g,79mg,63.00 mg,29.52 g,0.00 g,0.0 g,0.00 g
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts, domestic",100 g,243,19g,70mg,59.00 mg,17.54 g,0.00 g,0.0 g,0
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",100 g,217,11g,81mg,68.00 mg,27.48 g,0.00 g,0.0 g,0.00 g
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",100 g,157,3.7g,78mg,67.00 mg,30.97 g,0.00 g,0.0 g,0.00 g
"Fruit salad, solids and liquids, water pack, canned, (peach and pear and apricot and pineapple and cherry)",100 g,30,0.1g,0,3.00 mg,0.35 g,7.87 g,1.0 g,0
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",100 g,217,9.7g,93mg,58.00 mg,30.21 g,0.00 g,0.0 g,0.00 g
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",100 g,202,7.7g,93mg,54.00 mg,30.93 g,0.00 g,0.0 g,0.00 g
"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, foreshank, fresh, imported, Australian",100 g,236,14g,91mg,93.00 mg,24.78 g,0.00 g,0,0
